pProb,qProb,replicate,seqLen,aaaa,aaab,aaba,aabb,aabc,abaa,abab,abac,abba,abbb,abbc,abca,abcb,abcc,abcd,label
0.625,0.635,728,1000,0.034,0.056,0.034,0.044,0.102,0.043,0.038,0.085,0.053,0.051,0.1,0.107,0.079,0.092,0.082,0
0.075,0.025,241,1000,0.764,0.029,0.075,0.002,0.003,0.02,0.026,0,0.001,0.069,0.002,0.004,0.003,0.002,0,1
0.095,0.375,89,1000,0.216,0.042,0.036,0.019,0.016,0.119,0.143,0.073,0.016,0.131,0.025,0.025,0.063,0.056,0.02,0
0.535,0.725,57,1000,0.012,0.042,0.046,0.045,0.099,0.05,0.055,0.101,0.047,0.051,0.083,0.097,0.096,0.089,0.087,0
0.125,0.295,207,1000,0.268,0.124,0.047,0.011,0.031,0.039,0.011,0.021,0.138,0.137,0.094,0.035,0.018,0.014,0.012,1
0.505,0.185,101,1000,0.152,0.159,0.144,0.044,0.099,0.042,0.055,0.049,0.03,0.037,0.033,0.04,0.056,0.035,0.025,0
0.185,0.435,751,1000,0.126,0.146,0.133,0.121,0.163,0.035,0.024,0.034,0.02,0.028,0.039,0.032,0.034,0.04,0.025,1
0.645,0.115,829,1000,0.087,0.173,0.018,0.017,0.026,0.181,0.121,0.22,0.016,0.017,0.037,0.027,0.021,0.024,0.015,1
0.605,0.745,481,1000,0.02,0.05,0.056,0.028,0.104,0.041,0.056,0.09,0.035,0.039,0.099,0.091,0.105,0.09,0.096,1
0.715,0.255,846,1000,0.046,0.031,0.102,0.029,0.05,0.121,0.023,0.05,0.089,0.025,0.055,0.2,0.062,0.068,0.049,1
0.095,0.315,616,1000,0.28,0.159,0.034,0.01,0.012,0.032,0.014,0.014,0.122,0.146,0.112,0.022,0.013,0.019,0.011,1
0.315,0.575,601,1000,0.049,0.035,0.105,0.031,0.054,0.038,0.103,0.066,0.038,0.084,0.061,0.057,0.156,0.062,0.061,1
0.545,0.555,802,1000,0.023,0.073,0.052,0.046,0.089,0.054,0.033,0.084,0.063,0.057,0.088,0.09,0.083,0.093,0.072,1
0.095,0.685,932,1000,0.038,0.058,0.067,0.068,0.092,0.044,0.043,0.095,0.026,0.059,0.069,0.07,0.107,0.094,0.07,0
0.325,0.195,424,1000,0.249,0.128,0.065,0.016,0.022,0.123,0.087,0.076,0.026,0.067,0.025,0.033,0.047,0.024,0.012,1
0.645,0.175,727,1000,0.071,0.128,0.032,0.034,0.06,0.025,0.034,0.046,0.088,0.138,0.162,0.03,0.054,0.062,0.036,0
0.335,0.105,89,1000,0.331,0.163,0.158,0.075,0.089,0.035,0.013,0.018,0.012,0.038,0.023,0.009,0.02,0.012,0.004,1
0.685,0.485,557,1000,0.022,0.049,0.064,0.036,0.076,0.06,0.044,0.09,0.057,0.036,0.077,0.125,0.079,0.096,0.089,1
0.085,0.705,660,1000,0.029,0.056,0.064,0.031,0.082,0.039,0.053,0.068,0.061,0.047,0.106,0.098,0.104,0.074,0.088,0
0.215,0.125,224,1000,0.407,0.121,0.073,0.005,0.012,0.055,0.012,0.009,0.091,0.113,0.045,0.021,0.012,0.018,0.006,1
0.515,0.475,3,1000,0.048,0.058,0.075,0.067,0.11,0.053,0.036,0.078,0.03,0.048,0.084,0.075,0.07,0.096,0.072,0
0.125,0.075,856,1000,0.609,0.094,0.047,0.053,0.009,0.079,0.012,0.007,0.003,0.05,0.008,0.004,0.006,0.018,0.001,0
0.725,0.205,831,1000,0.035,0.034,0.105,0.028,0.063,0.1,0.018,0.055,0.108,0.028,0.053,0.195,0.063,0.052,0.063,0
0.645,0.635,122,1000,0.018,0.07,0.045,0.049,0.093,0.045,0.044,0.084,0.053,0.043,0.085,0.087,0.093,0.098,0.093,0
0.045,0.375,660,1000,0.231,0.175,0.019,0.007,0.013,0.163,0.169,0.155,0.006,0.01,0.011,0.01,0.015,0.013,0.003,1
0.655,0.135,481,1000,0.073,0.018,0.022,0.124,0.03,0.165,0.019,0.028,0.021,0.18,0.04,0.029,0.021,0.209,0.021,1
0.105,0.735,498,1000,0.046,0.15,0.142,0.164,0.315,0.011,0.014,0.026,0.014,0.006,0.019,0.024,0.014,0.032,0.023,1
0.415,0.685,615,1000,0.036,0.038,0.082,0.03,0.061,0.071,0.039,0.075,0.074,0.032,0.083,0.163,0.071,0.082,0.063,1
0.155,0.555,394,1000,0.076,0.026,0.136,0.019,0.034,0.156,0.01,0.027,0.133,0.021,0.027,0.23,0.039,0.03,0.036,1
0.035,0.095,752,1000,0.715,0.075,0.02,0.001,0.002,0.056,0.067,0.018,0.002,0.035,0.001,0.002,0.005,0,0.001,1
0.615,0.465,139,1000,0.025,0.038,0.056,0.073,0.097,0.087,0.036,0.088,0.053,0.06,0.083,0.062,0.066,0.117,0.059,1
0.125,0.715,658,1000,0.03,0.057,0.049,0.05,0.079,0.057,0.066,0.092,0.044,0.046,0.082,0.082,0.103,0.074,0.089,0
0.595,0.305,954,1000,0.06,0.115,0.095,0.088,0.138,0.049,0.036,0.054,0.032,0.036,0.053,0.052,0.077,0.066,0.049,1
0.685,0.555,238,1000,0.014,0.062,0.045,0.055,0.087,0.048,0.041,0.095,0.05,0.06,0.077,0.072,0.084,0.112,0.098,1
0.655,0.345,284,1000,0.039,0.037,0.099,0.036,0.076,0.029,0.076,0.062,0.033,0.099,0.065,0.077,0.152,0.06,0.06,1
0.415,0.135,961,1000,0.218,0.035,0.044,0.039,0.017,0.155,0.053,0.037,0.022,0.182,0.026,0.034,0.053,0.069,0.016,0
0.705,0.435,465,1000,0.028,0.086,0.066,0.068,0.133,0.042,0.043,0.085,0.043,0.048,0.081,0.072,0.061,0.079,0.065,1
0.295,0.245,298,1000,0.217,0.084,0.091,0.107,0.051,0.104,0.02,0.031,0.027,0.099,0.032,0.023,0.023,0.069,0.022,1
0.485,0.545,695,1000,0.041,0.053,0.074,0.036,0.068,0.046,0.073,0.101,0.04,0.072,0.062,0.078,0.11,0.072,0.074,1
0.265,0.715,944,1000,0.04,0.111,0.025,0.027,0.051,0.03,0.022,0.057,0.105,0.109,0.203,0.07,0.048,0.047,0.055,1
0.175,0.245,56,1000,0.289,0.082,0.096,0.106,0.05,0.067,0.021,0.017,0.013,0.117,0.013,0.022,0.025,0.066,0.016,0
0.265,0.025,700,1000,0.496,0.198,0.015,0.002,0.001,0.18,0.022,0.046,0.015,0.011,0.006,0.004,0.001,0.003,0,0
0.745,0.575,240,1000,0.018,0.052,0.044,0.044,0.076,0.045,0.05,0.089,0.056,0.046,0.089,0.09,0.122,0.092,0.087,1
0.685,0.225,463,1000,0.05,0.029,0.136,0.025,0.047,0.127,0.025,0.049,0.101,0.026,0.05,0.185,0.044,0.052,0.054,1
0.405,0.245,143,1000,0.173,0.124,0.079,0.025,0.034,0.117,0.031,0.073,0.073,0.056,0.054,0.068,0.036,0.028,0.029,0
0.195,0.465,475,1000,0.109,0.058,0.095,0.025,0.053,0.099,0.1,0.099,0.04,0.055,0.033,0.071,0.096,0.039,0.028,0
0.645,0.525,961,1000,0.028,0.054,0.039,0.042,0.077,0.053,0.051,0.086,0.057,0.057,0.121,0.077,0.077,0.095,0.086,1
0.235,0.305,581,1000,0.207,0.088,0.093,0.015,0.025,0.079,0.022,0.031,0.137,0.089,0.074,0.058,0.03,0.027,0.025,0
0.595,0.335,209,1000,0.056,0.076,0.051,0.046,0.065,0.081,0.055,0.101,0.052,0.059,0.086,0.093,0.06,0.062,0.057,0
0.275,0.135,18,1000,0.336,0.054,0.065,0.067,0.024,0.146,0.012,0.021,0.009,0.149,0.021,0.014,0.013,0.063,0.006,1
0.085,0.075,706,1000,0.669,0.073,0.063,0.051,0.008,0.05,0.005,0.001,0.004,0.056,0.004,0.005,0.005,0.006,0,1
0.035,0.235,190,1000,0.391,0.013,0.16,0.004,0.005,0.021,0.136,0.003,0.006,0.16,0.004,0.006,0.081,0.006,0.004,1
0.075,0.535,432,1000,0.106,0.016,0.178,0.011,0.021,0.161,0.005,0.017,0.155,0.016,0.016,0.256,0.015,0.015,0.012,1
0.025,0.395,936,1000,0.223,0.035,0.13,0.013,0.015,0.152,0.133,0.06,0.032,0.032,0.017,0.055,0.066,0.026,0.011,0
0.285,0.455,422,1000,0.081,0.09,0.105,0.031,0.072,0.06,0.019,0.053,0.11,0.046,0.098,0.092,0.056,0.038,0.049,0
0.115,0.235,698,1000,0.341,0.059,0.119,0.145,0.033,0.12,0.011,0.01,0.013,0.043,0.007,0.025,0.01,0.056,0.008,0
0.035,0.525,160,1000,0.117,0.037,0.13,0.014,0.033,0.04,0.039,0.042,0.113,0.096,0.099,0.086,0.076,0.042,0.036,0
0.085,0.335,363,1000,0.26,0.04,0.111,0.136,0.063,0.135,0.012,0.012,0.028,0.055,0.018,0.053,0.019,0.048,0.01,0
0.685,0.035,292,1000,0.087,0.003,0.007,0.145,0.014,0.179,0.004,0.012,0.01,0.213,0.012,0.008,0.012,0.28,0.014,0
0.585,0.515,283,1000,0.029,0.057,0.054,0.037,0.072,0.068,0.076,0.093,0.028,0.06,0.069,0.086,0.109,0.096,0.066,0
0.445,0.455,355,1000,0.058,0.063,0.068,0.024,0.066,0.069,0.034,0.075,0.086,0.055,0.096,0.101,0.063,0.087,0.055,0
0.685,0.435,455,1000,0.032,0.08,0.064,0.069,0.125,0.043,0.039,0.077,0.034,0.039,0.073,0.071,0.073,0.097,0.084,1
0.415,0.715,236,1000,0.031,0.028,0.041,0.079,0.066,0.065,0.041,0.08,0.031,0.068,0.087,0.087,0.071,0.152,0.073,1
0.285,0.655,999,1000,0.041,0.099,0.03,0.043,0.062,0.024,0.034,0.06,0.098,0.093,0.177,0.06,0.06,0.062,0.057,1
0.585,0.065,924,1000,0.144,0.221,0.018,0.009,0.018,0.012,0.019,0.024,0.096,0.184,0.183,0.019,0.018,0.022,0.013,0
0.145,0.115,361,1000,0.467,0.08,0.072,0.068,0.016,0.096,0.011,0.009,0.005,0.104,0.013,0.015,0.009,0.032,0.003,1
0.435,0.205,862,1000,0.168,0.128,0.039,0.025,0.019,0.146,0.102,0.119,0.018,0.05,0.028,0.042,0.039,0.044,0.033,1
0.535,0.405,332,1000,0.052,0.052,0.066,0.036,0.069,0.057,0.038,0.073,0.061,0.078,0.096,0.093,0.087,0.072,0.07,0
0.145,0.535,695,1000,0.09,0.025,0.144,0.011,0.029,0.025,0.132,0.045,0.014,0.141,0.034,0.035,0.23,0.029,0.016,1
0.415,0.095,65,1000,0.258,0.039,0.171,0.047,0.037,0.027,0.046,0.01,0.014,0.174,0.019,0.012,0.107,0.033,0.006,0
0.585,0.195,571,1000,0.077,0.028,0.031,0.067,0.039,0.148,0.057,0.067,0.032,0.129,0.045,0.038,0.07,0.143,0.029,0
0.475,0.055,425,1000,0.233,0.019,0.021,0.064,0.008,0.198,0.02,0.017,0.008,0.227,0.004,0.021,0.017,0.127,0.016,0
0.545,0.625,992,1000,0.027,0.045,0.039,0.035,0.105,0.062,0.059,0.094,0.045,0.045,0.083,0.087,0.104,0.092,0.078,1
0.275,0.565,353,1000,0.051,0.108,0.092,0.122,0.177,0.033,0.025,0.056,0.031,0.045,0.055,0.046,0.053,0.058,0.048,1
0.605,0.745,807,1000,0.018,0.053,0.046,0.045,0.07,0.067,0.051,0.089,0.054,0.051,0.097,0.089,0.087,0.089,0.094,1
0.055,0.675,35,1000,0.022,0.072,0.047,0.039,0.071,0.068,0.047,0.096,0.067,0.044,0.099,0.105,0.078,0.081,0.064,0
0.275,0.735,486,1000,0.017,0.039,0.044,0.051,0.081,0.058,0.051,0.108,0.045,0.048,0.092,0.087,0.081,0.099,0.099,0
0.405,0.665,131,1000,0.021,0.053,0.049,0.07,0.101,0.046,0.047,0.086,0.055,0.054,0.069,0.076,0.093,0.088,0.092,0
0.225,0.655,851,1000,0.035,0.065,0.075,0.047,0.084,0.066,0.056,0.1,0.044,0.046,0.065,0.079,0.096,0.063,0.079,0
0.055,0.245,217,1000,0.39,0.13,0.109,0.016,0.028,0.05,0.003,0.007,0.129,0.044,0.043,0.032,0.007,0.007,0.005,0
0.395,0.515,490,1000,0.045,0.086,0.05,0.037,0.067,0.082,0.067,0.133,0.031,0.055,0.066,0.072,0.077,0.07,0.062,1
0.035,0.525,426,1000,0.094,0.037,0.052,0.048,0.031,0.115,0.116,0.092,0.014,0.111,0.042,0.038,0.092,0.082,0.036,0
0.395,0.335,125,1000,0.098,0.092,0.082,0.025,0.039,0.083,0.072,0.089,0.039,0.084,0.045,0.058,0.095,0.056,0.043,0
0.015,0.135,35,1000,0.597,0.108,0.016,0.002,0.002,0.102,0.008,0.013,0.106,0.014,0.014,0.014,0.001,0.002,0.001,0
0.615,0.565,699,1000,0.035,0.039,0.062,0.059,0.113,0.06,0.046,0.083,0.038,0.046,0.068,0.086,0.089,0.093,0.083,1
0.585,0.285,16,1000,0.078,0.034,0.111,0.027,0.054,0.122,0.025,0.063,0.087,0.035,0.045,0.157,0.064,0.05,0.048,1
0.065,0.335,37,1000,0.273,0.136,0.043,0.014,0.016,0.049,0.126,0.065,0.015,0.128,0.044,0.015,0.051,0.017,0.008,0
0.585,0.045,30,1000,0.142,0.224,0.014,0.007,0.009,0.01,0.011,0.021,0.092,0.214,0.209,0.012,0.012,0.012,0.011,0
0.235,0.725,458,1000,0.019,0.047,0.044,0.029,0.097,0.039,0.047,0.093,0.048,0.055,0.086,0.098,0.111,0.092,0.095,0
0.195,0.645,328,1000,0.036,0.058,0.052,0.047,0.074,0.065,0.072,0.09,0.033,0.075,0.063,0.081,0.099,0.097,0.058,0
0.435,0.525,739,1000,0.035,0.061,0.049,0.042,0.067,0.073,0.047,0.078,0.073,0.057,0.098,0.111,0.078,0.068,0.063,0
0.215,0.085,902,1000,0.489,0.051,0.138,0.006,0.01,0.034,0.065,0.008,0.005,0.13,0.013,0.003,0.034,0.012,0.002,1
0.125,0.105,854,1000,0.56,0.062,0.089,0.005,0.006,0.072,0.005,0.006,0.066,0.075,0.019,0.019,0.005,0.007,0.004,1
0.155,0.605,946,1000,0.051,0.042,0.051,0.054,0.056,0.077,0.093,0.084,0.047,0.081,0.053,0.068,0.095,0.088,0.06,0
0.185,0.365,312,1000,0.169,0.1,0.062,0.128,0.08,0.118,0.035,0.037,0.016,0.07,0.021,0.035,0.023,0.077,0.029,0
0.065,0.475,363,1000,0.127,0.1,0.118,0.037,0.074,0.049,0.143,0.074,0.013,0.04,0.035,0.032,0.094,0.029,0.035,0
0.405,0.645,642,1000,0.034,0.067,0.09,0.091,0.144,0.046,0.039,0.066,0.031,0.04,0.072,0.077,0.064,0.071,0.068,1
0.325,0.045,35,1000,0.377,0.019,0.025,0.057,0.006,0.191,0.007,0.008,0.007,0.206,0.008,0.009,0.006,0.072,0.002,1
0.485,0.425,714,1000,0.063,0.076,0.063,0.064,0.097,0.072,0.054,0.066,0.043,0.082,0.07,0.052,0.056,0.086,0.056,0
0.675,0.655,731,1000,0.018,0.047,0.054,0.053,0.092,0.047,0.041,0.09,0.046,0.045,0.1,0.091,0.083,0.105,0.088,0
0.695,0.485,600,1000,0.036,0.042,0.047,0.063,0.101,0.045,0.051,0.09,0.044,0.047,0.091,0.091,0.086,0.085,0.081,0
0.025,0.095,97,1000,0.711,0.079,0.017,0.071,0.009,0.076,0.003,0.004,0.001,0.018,0.002,0.002,0,0.006,0.001,0
0.075,0.235,149,1000,0.385,0.12,0.033,0.007,0.012,0.035,0.006,0.007,0.127,0.138,0.08,0.021,0.015,0.008,0.006,1
0.065,0.435,531,1000,0.185,0.011,0.164,0.007,0.012,0.018,0.174,0.014,0.009,0.155,0.016,0.009,0.201,0.008,0.017,1
0.495,0.435,147,1000,0.046,0.06,0.064,0.042,0.072,0.071,0.045,0.065,0.064,0.075,0.093,0.115,0.069,0.067,0.052,1
0.545,0.435,722,1000,0.048,0.082,0.043,0.032,0.074,0.075,0.073,0.094,0.037,0.071,0.072,0.066,0.095,0.069,0.069,0
0.655,0.635,223,1000,0.016,0.046,0.061,0.063,0.103,0.059,0.042,0.082,0.042,0.046,0.08,0.1,0.075,0.088,0.097,1
0.395,0.145,492,1000,0.224,0.147,0.152,0.044,0.065,0.051,0.054,0.051,0.023,0.045,0.028,0.032,0.046,0.021,0.017,0
0.715,0.025,53,1000,0.086,0.005,0.2,0.008,0.007,0.195,0.004,0.012,0.152,0.004,0.01,0.288,0.01,0.006,0.013,0
0.135,0.315,79,1000,0.262,0.135,0.05,0.012,0.014,0.047,0.015,0.019,0.137,0.117,0.102,0.044,0.016,0.019,0.011,1
0.345,0.605,1,1000,0.035,0.059,0.046,0.038,0.086,0.063,0.027,0.093,0.064,0.063,0.094,0.11,0.076,0.075,0.071,0
0.725,0.705,98,1000,0.012,0.041,0.041,0.036,0.102,0.048,0.045,0.1,0.042,0.055,0.085,0.093,0.093,0.102,0.105,0
0.085,0.025,436,1000,0.769,0.02,0.062,0.025,0.004,0.079,0.004,0.004,0.002,0.023,0.001,0.005,0,0.002,0,0
0.155,0.675,506,1000,0.049,0.148,0.021,0.02,0.038,0.118,0.15,0.266,0.018,0.026,0.029,0.027,0.027,0.037,0.026,1
0.655,0.455,621,1000,0.033,0.085,0.049,0.035,0.057,0.081,0.072,0.12,0.041,0.04,0.06,0.091,0.082,0.089,0.065,1
0.585,0.375,350,1000,0.036,0.057,0.069,0.036,0.061,0.058,0.055,0.06,0.061,0.08,0.097,0.085,0.105,0.064,0.076,0
0.715,0.145,303,1000,0.053,0.137,0.137,0.119,0.208,0.023,0.019,0.053,0.016,0.019,0.039,0.044,0.055,0.039,0.039,0
0.205,0.105,836,1000,0.458,0.105,0.067,0.067,0.027,0.062,0.009,0.012,0.018,0.115,0.016,0.009,0.009,0.024,0.002,0
0.425,0.205,910,1000,0.18,0.068,0.12,0.032,0.036,0.063,0.035,0.017,0.067,0.124,0.057,0.068,0.074,0.036,0.023,0
0.255,0.285,358,1000,0.193,0.096,0.076,0.019,0.035,0.11,0.095,0.078,0.022,0.092,0.021,0.026,0.065,0.052,0.02,1
0.095,0.205,322,1000,0.389,0.125,0.117,0.126,0.071,0.042,0.01,0.009,0.004,0.052,0.007,0.009,0.014,0.024,0.001,1
0.695,0.655,739,1000,0.022,0.053,0.045,0.039,0.092,0.058,0.063,0.073,0.045,0.049,0.088,0.104,0.083,0.095,0.091,1
0.605,0.655,655,1000,0.022,0.053,0.053,0.06,0.11,0.052,0.045,0.089,0.04,0.052,0.079,0.085,0.081,0.095,0.084,1
0.125,0.535,79,1000,0.093,0.098,0.056,0.104,0.095,0.109,0.038,0.087,0.018,0.057,0.038,0.042,0.047,0.077,0.041,0
0.295,0.275,653,1000,0.205,0.096,0.081,0.025,0.034,0.104,0.02,0.028,0.103,0.09,0.075,0.062,0.028,0.031,0.018,0
0.185,0.245,798,1000,0.274,0.118,0.102,0.109,0.068,0.076,0.012,0.023,0.019,0.077,0.017,0.023,0.025,0.04,0.017,1
0.235,0.535,356,1000,0.072,0.038,0.118,0.026,0.056,0.024,0.115,0.057,0.024,0.109,0.045,0.053,0.183,0.04,0.04,1
0.185,0.085,910,1000,0.488,0.117,0.052,0.013,0.01,0.049,0.065,0.019,0.014,0.128,0.019,0.003,0.016,0.007,0,0
0.205,0.375,150,1000,0.159,0.106,0.051,0.133,0.085,0.066,0.023,0.033,0.025,0.097,0.061,0.038,0.029,0.066,0.028,0
0.335,0.735,441,1000,0.029,0.026,0.107,0.039,0.068,0.027,0.092,0.062,0.039,0.086,0.056,0.056,0.178,0.071,0.064,1
0.715,0.525,634,1000,0.019,0.041,0.047,0.051,0.08,0.046,0.051,0.09,0.051,0.05,0.079,0.102,0.115,0.088,0.09,0
0.325,0.655,767,1000,0.034,0.034,0.115,0.025,0.061,0.037,0.092,0.068,0.029,0.092,0.059,0.044,0.19,0.067,0.053,1
0.475,0.355,255,1000,0.08,0.072,0.066,0.044,0.059,0.076,0.067,0.084,0.035,0.083,0.061,0.071,0.095,0.062,0.045,0
0.305,0.195,840,1000,0.265,0.111,0.076,0.024,0.031,0.11,0.026,0.037,0.082,0.077,0.053,0.056,0.023,0.02,0.009,0
0.625,0.425,236,1000,0.035,0.057,0.052,0.047,0.074,0.047,0.047,0.083,0.051,0.074,0.11,0.071,0.114,0.064,0.074,0
0.515,0.325,567,1000,0.082,0.104,0.051,0.031,0.057,0.084,0.078,0.107,0.038,0.061,0.061,0.057,0.079,0.064,0.046,1
0.355,0.605,30,1000,0.033,0.049,0.079,0.074,0.109,0.068,0.035,0.079,0.041,0.047,0.069,0.073,0.069,0.105,0.07,0
0.465,0.185,896,1000,0.14,0.126,0.049,0.066,0.065,0.156,0.05,0.082,0.023,0.044,0.045,0.04,0.027,0.061,0.026,0
0.015,0.265,302,1000,0.381,0.003,0.194,0,0.001,0.007,0.148,0,0.003,0.146,0.003,0.003,0.108,0.003,0,1
0.145,0.285,915,1000,0.267,0.132,0.109,0.143,0.089,0.058,0.015,0.031,0.01,0.047,0.026,0.013,0.027,0.026,0.007,1
0.185,0.355,541,1000,0.188,0.075,0.055,0.026,0.029,0.096,0.018,0.03,0.123,0.119,0.077,0.067,0.041,0.034,0.022,0
0.565,0.405,292,1000,0.042,0.088,0.081,0.078,0.133,0.046,0.031,0.071,0.034,0.046,0.076,0.054,0.081,0.084,0.055,1
0.705,0.715,806,1000,0.016,0.041,0.048,0.048,0.088,0.05,0.039,0.1,0.046,0.047,0.088,0.084,0.11,0.093,0.102,0
0.165,0.645,682,1000,0.056,0.024,0.142,0.022,0.025,0.141,0.026,0.045,0.131,0.019,0.035,0.231,0.037,0.039,0.027,1
0.345,0.365,864,1000,0.129,0.072,0.093,0.038,0.049,0.083,0.018,0.04,0.098,0.088,0.085,0.088,0.043,0.047,0.029,1
0.365,0.515,987,1000,0.05,0.061,0.068,0.083,0.08,0.08,0.031,0.06,0.035,0.068,0.066,0.067,0.058,0.138,0.055,1
0.215,0.425,146,1000,0.118,0.103,0.106,0.028,0.06,0.064,0.019,0.038,0.114,0.055,0.08,0.099,0.045,0.032,0.039,0
0.315,0.135,854,1000,0.287,0.146,0.165,0.022,0.048,0.057,0.064,0.034,0.01,0.053,0.022,0.018,0.04,0.017,0.017,0
0.615,0.515,73,1000,0.024,0.057,0.061,0.042,0.067,0.06,0.044,0.104,0.048,0.055,0.102,0.106,0.082,0.089,0.059,0
0.015,0.105,742,1000,0.707,0.008,0.085,0.09,0.007,0.078,0,0,0.001,0.011,0,0.003,0.002,0.007,0.001,0
0.105,0.415,684,1000,0.162,0.162,0.025,0.011,0.018,0.026,0.014,0.019,0.148,0.165,0.162,0.031,0.019,0.02,0.018,1
0.275,0.095,190,1000,0.391,0.151,0.125,0.021,0.049,0.05,0.053,0.016,0.016,0.052,0.01,0.016,0.034,0.01,0.006,0
0.325,0.205,403,1000,0.224,0.077,0.13,0.029,0.03,0.123,0.017,0.034,0.08,0.075,0.038,0.07,0.033,0.028,0.012,1
0.055,0.505,248,1000,0.113,0.101,0.057,0.112,0.081,0.117,0.035,0.078,0.017,0.055,0.028,0.035,0.043,0.095,0.033,0
0.305,0.575,349,1000,0.048,0.037,0.109,0.041,0.041,0.039,0.106,0.062,0.03,0.104,0.061,0.051,0.157,0.068,0.046,1
0.125,0.705,673,1000,0.054,0.015,0.019,0.129,0.023,0.162,0.017,0.031,0.008,0.142,0.025,0.027,0.032,0.279,0.037,1
0.045,0.245,571,1000,0.396,0.027,0.138,0.005,0.011,0.019,0.144,0.009,0,0.142,0.006,0.006,0.085,0.008,0.004,1
0.035,0.525,682,1000,0.128,0.191,0.18,0.196,0.254,0,0.004,0.006,0.003,0.005,0.006,0.006,0.007,0.005,0.009,1
0.005,0.735,375,1000,0.054,0.187,0,0.002,0.001,0.198,0.198,0.352,0.001,0.001,0.001,0.001,0.001,0.001,0.002,1
0.395,0.425,306,1000,0.073,0.078,0.057,0.031,0.073,0.067,0.034,0.055,0.095,0.061,0.088,0.095,0.08,0.07,0.043,1
0.605,0.555,830,1000,0.025,0.062,0.058,0.054,0.1,0.045,0.053,0.075,0.039,0.055,0.08,0.086,0.078,0.116,0.074,0
0.025,0.205,553,1000,0.464,0.135,0.026,0.004,0.001,0.029,0.133,0.021,0.008,0.126,0.023,0.001,0.021,0.004,0.004,0
0.005,0.045,446,1000,0.872,0.007,0.037,0,0,0.004,0,0,0.035,0.04,0.003,0,0.001,0.001,0,0
0.205,0.695,96,1000,0.018,0.058,0.054,0.04,0.07,0.044,0.063,0.116,0.045,0.06,0.092,0.083,0.101,0.07,0.086,0
0.175,0.195,820,1000,0.361,0.085,0.087,0.012,0.019,0.094,0.011,0.024,0.097,0.077,0.044,0.037,0.022,0.018,0.012,0
0.055,0.085,132,1000,0.669,0.049,0.065,0.077,0.008,0.045,0.001,0.002,0.002,0.062,0.002,0.004,0.006,0.007,0.001,0
0.465,0.185,754,1000,0.169,0.153,0.061,0.025,0.021,0.146,0.044,0.089,0.054,0.048,0.052,0.047,0.03,0.042,0.019,0
0.315,0.455,771,1000,0.102,0.103,0.051,0.026,0.048,0.09,0.108,0.111,0.038,0.061,0.046,0.061,0.075,0.046,0.034,1
0.175,0.665,336,1000,0.032,0.039,0.061,0.079,0.109,0.06,0.034,0.066,0.039,0.057,0.073,0.086,0.087,0.101,0.077,0
0.535,0.405,645,1000,0.048,0.064,0.063,0.078,0.088,0.055,0.045,0.074,0.041,0.081,0.077,0.066,0.081,0.08,0.059,0
0.295,0.215,146,1000,0.239,0.097,0.102,0.018,0.023,0.114,0.076,0.054,0.022,0.081,0.016,0.046,0.059,0.031,0.022,0
0.635,0.485,731,1000,0.033,0.032,0.068,0.037,0.074,0.075,0.057,0.08,0.06,0.051,0.094,0.12,0.074,0.075,0.07,1
0.185,0.095,65,1000,0.498,0.055,0.042,0.01,0.008,0.125,0.008,0.015,0.06,0.104,0.022,0.021,0.006,0.02,0.006,0
0.095,0.655,168,1000,0.053,0.017,0.173,0.006,0.02,0.017,0.148,0.017,0.01,0.156,0.026,0.016,0.307,0.019,0.015,1
0.035,0.125,714,1000,0.624,0.088,0.103,0.092,0.028,0.024,0.004,0.005,0.002,0.016,0.003,0.005,0,0.005,0.001,1
0.015,0.625,894,1000,0.051,0.047,0.04,0.063,0.051,0.083,0.092,0.092,0.026,0.097,0.052,0.06,0.082,0.106,0.058,0
0.545,0.125,532,1000,0.133,0.024,0.028,0.097,0.019,0.171,0.013,0.024,0.021,0.214,0.019,0.036,0.022,0.166,0.013,1
0.735,0.225,710,1000,0.045,0.026,0.126,0.02,0.043,0.103,0.027,0.051,0.122,0.024,0.057,0.232,0.037,0.047,0.04,1
0.685,0.075,462,1000,0.091,0.01,0.188,0.009,0.02,0.177,0.011,0.024,0.142,0.007,0.011,0.269,0.014,0.013,0.014,1
0.305,0.385,24,1000,0.111,0.087,0.085,0.039,0.057,0.074,0.113,0.089,0.039,0.07,0.045,0.045,0.088,0.027,0.031,0
0.695,0.745,318,1000,0.02,0.055,0.041,0.06,0.105,0.042,0.042,0.095,0.05,0.038,0.094,0.108,0.07,0.098,0.082,1
0.565,0.245,642,1000,0.085,0.13,0.032,0.037,0.049,0.028,0.037,0.05,0.11,0.148,0.142,0.041,0.05,0.034,0.027,1
0.745,0.415,134,1000,0.024,0.071,0.097,0.071,0.143,0.036,0.037,0.068,0.039,0.046,0.067,0.076,0.074,0.081,0.07,1
0.475,0.315,264,1000,0.097,0.071,0.09,0.04,0.053,0.065,0.032,0.047,0.077,0.086,0.071,0.097,0.063,0.064,0.047,0
0.285,0.035,925,1000,0.443,0.018,0.209,0.002,0.001,0.186,0.004,0.003,0.042,0.011,0.005,0.069,0.002,0.002,0.003,1
0.285,0.165,156,1000,0.301,0.069,0.067,0.085,0.027,0.122,0.021,0.02,0.015,0.126,0.025,0.02,0.028,0.06,0.014,1
